Token	Corpus	Text	Line_Number	Genre	Type	Whole_Genitive	Possessor	Possessor_Head	Possessor_NP_Type	Final_Sibilant	Possessor_Animacy5	Possessor_Animacy3	Possessor_Animacy2	Possessor_Givenness	Possessum	Possessum_Head	Possessum_Animacy2	Semantic_Relation	Prototypical_Semantics	Preceding_s_genitive	Possessor_Thematicity	Possessor_Length	Possessum_Length	Type_Token_Ratio	Time
fJ23.002.03782	Frown	J23	2	Learned	s	a person's bargaining power	a person	person	common	N	animate	animate	animate	new	bargaining power	power	inanimate	OTH	N	Y	-2.823908741	2	2	71	1990
fJ23.002.03788	Frown	J23	2	Learned	of	the existence of competition	competition	competition	common	N	inanimate	inanimate	inanimate	given	the existence	existence	inanimate	OTH	N	Y	-1.920818754	1	2	64	1990
fJ23.002.03798	Frown	J23	2	Learned	of	the existence of competition	competition	competition	common	N	inanimate	inanimate	inanimate	given	the existence	existence	inanimate	OTH	N	N	-1.920818754	1	2	65	1990
fJ23.012.03760	Frown	J23	2	Learned	of	the general logic of compensation	compensation	compensation	common	N	inanimate	inanimate	inanimate	new	the general logic	logic	inanimate	OTH	N	N	-2.397940009	1	3	75	1990
fJ23.012.03770	Frown	J23	2	Learned	s	the actors' intentions	the actors	actors	common	Y	animate	animate	animate	new	intentions	intentions	inanimate	OTH	N	N	-2.096910013	2	1	72	1990
fJ23.012.03785	Frown	J23	2	Learned	s	a person's bargaining power	a person	person	common	N	animate	animate	animate	given	bargaining power	power	inanimate	OTH	N	Y	-2.823908741	2	2	72	1990
fJ23.012.03800	Frown	J23	2	Learned	of	the availability of alternatives	alternatives	alternatives	common	Y	inanimate	inanimate	inanimate	new	the availability	availability	inanimate	OTH	N	Y	-3	1	2	69	1990
fJ23.012.03800	Frown	J23	2	Learned	of	the existence of competition in social institutions	competition in social institutions	competition	common	Y	inanimate	inanimate	inanimate	given	the existence	existence	inanimate	OTH	N	N	-1.920818754	4	2	69	1990
fJ23.012.03800	Frown	J23	2	Learned	s	Scitovsky's analysis	Scitovsky	Scitovsky	proper	N	animate	animate	animate	new	analysis	analysis	inanimate	OTH	N	N	-3	1	1	69	1990
fJ23.022.03722	Frown	J23	2	Learned	of	the approach of the new institutional economics	the new institutional economics	economics	common	Y	inanimate	inanimate	inanimate	new	the approach	approach	inanimate	OTH	N	Y	-3	4	2	75	1990
fJ23.022.03722	Frown	J23	2	Learned	s	North's reliance	North	North	proper	N	place	inanimate	inanimate	new	reliance	reliance	inanimate	OTH	N	N	-2.602059991	1	1	75	1990
fJ23.022.03762	Frown	J23	2	Learned	of	the mechanism of change	change	change	common	N	inanimate	inanimate	inanimate	new	the mechanism	mechanism	inanimate	OTH	N	N	-1.93930216	1	2	69	1990
fJ23.022.03768	Frown	J23	2	Learned	of	the weakness of most accounts	most accounts	accounts	common	Y	inanimate	inanimate	inanimate	given	the weakness	weakness	inanimate	OTH	N	N	-3	2	2	74	1990
fJ23.022.03768	Frown	J23	2	Learned	s	Posner's insurance explanation	Posner	Posner	common	N	animate	animate	animate	new	insurance explanation	explanation	inanimate	OTH	N	N	-2.823908741	1	2	74	1990
fJ23.022.03773	Frown	J23	2	Learned	of	the main influence of the market	the market	market	common	N	inanimate	inanimate	inanimate	new	the main influence	influence	inanimate	OTH	N	Y	-2.522878745	2	3	72	1990
fJ23.032.03717	Frown	J23	2	Learned	of	the result of these changes	these changes	changes	common	Y	inanimate	inanimate	inanimate	new	the result	result	inanimate	OTH	N	N	-2.602059991	2	2	75	1990
fJ23.032.03765	Frown	J23	2	Learned	of	the utility of this concept	this concept	concept	common	N	inanimate	inanimate	inanimate	new	the utility	utility	inanimate	OTH	N	N	-3	2	2	64	1990
fJ23.032.03792	Frown	J23	2	Learned	of	the existence of competition	competition	competition	common	N	inanimate	inanimate	inanimate	given	the existence	existence	inanimate	OTH	N	N	-1.920818754	1	2	65	1990
fJ23.042.03745	Frown	J23	2	Learned	of	the importance of power asymmetries	power asymmetries	asymmetries	common	Y	inanimate	inanimate	inanimate	given	the importance	importance	inanimate	OTH	N	N	-2.522878745	2	2	72	1990
fJ23.042.03755	Frown	J23	2	Learned	of	the enjoyment of community resources	community resources	resources	common	Y	inanimate	inanimate	inanimate	new	the enjoyment	enjoyment	inanimate	OTH	N	Y	-3	2	2	65	1990
fJ23.042.03789	Frown	J23	2	Learned	of	the basis of the theory of exchange and competition	the theory of exchange and competition	theory	common	N	inanimate	inanimate	inanimate	given	the basis	basis	inanimate	OTH	N	N	-2.346787486	6	2	65	1990
fJ23.052.03781	Frown	J23	2	Learned	s	the actors' bargaining power	the actors	actors	common	Y	animate	animate	animate	new	bargaining power	power	inanimate	OTH	N	N	-2.096910013	2	2	70	1990
fJ23.053.03742	Frown	J23	2	Learned	of	the importance of asymmetries	asymmetries	asymmetries	common	Y	inanimate	inanimate	inanimate	new	the importance	importance	inanimate	OTH	N	N	-2.522878745	1	2	71	1990
fJ23.062.03757	Frown	J23	2	Learned	of	the long-term efficiency of the property rights scheme	the property rights scheme	scheme	common	N	inanimate	inanimate	inanimate	given	the long-term efficiency	efficiency	inanimate	OTH	N	N	-2.602059991	4	3	72	1990
fJ23.062.03791	Frown	J23	2	Learned	of	the asymmetries of power	power	power	common	N	inanimate	inanimate	inanimate	given	the asymmetries	asymmetries	inanimate	OTH	N	N	-2.346787486	1	2	66	1990
fJ23.072.03739	Frown	J23	2	Learned	of	the distributional features of informal social conventions	informal social conventions	conventions	common	Y	inanimate	inanimate	inanimate	new	the distributional features	features	inanimate	PART	Y	N	-3	3	3	70	1990
fJ23.073.03719	Frown	J23	2	Learned	of	the third important element of the transaction-costs theory	the transaction-costs theory	theory	common	N	inanimate	inanimate	inanimate	new	the third important element	element	inanimate	PART	Y	N	-2.346787486	3	4	75	1990
fJ23.082.03723	Frown	J23	2	Learned	of	the contractual arrangements of social organization	social organization	organization	common	N	collective	collective	inanimate	new	the contractual arrangements	arrangements	inanimate	OTH	N	N	-2.602059991	2	3	71	1990
fJ23.082.03730	Frown	J23	2	Learned	of	the least costly forms of organization	organization	organization	common	N	collective	collective	inanimate	new	the least costly forms	forms	inanimate	OTH	N	N	-2.602059991	1	4	71	1990
fJ23.082.03777	Frown	J23	2	Learned	of	the existence of a large number of firms seeking profits from a common pool of consumers	a large number of firms seeking profits from a common pool of consumers	number	common	Y	inanimate	inanimate	inanimate	new	the existence	existence	inanimate	OTH	N	Y	-3	8	2	75	1990
fJ23.092.03746	Frown	J23	2	Learned	of	the importance of power	power	power	common	N	inanimate	inanimate	inanimate	given	the importance	importance	inanimate	OTH	N	N	-2.346787486	1	2	74	1990
fJ23.112.03728	Frown	J23	2	Learned	of	the efforts of social actors	social actors	actors	common	Y	animate	animate	animate	new	the efforts	efforts	inanimate	OTH	N	N	-2.096910013	2	2	76	1990
fJ23.112.03728	Frown	J23	2	Learned	of	the interests of the state	the state	state	common	N	inanimate	inanimate	inanimate	new	the interests	interests	inanimate	OTH	N	N	-3.301029996	2	2	76	1990
fJ26.002.04004	Frown	J26	2	Learned	of	the basins of large tributaries	large tributaries	tributaries	common	Y	inanimate	inanimate	inanimate	new	the basins	basins	inanimate	PART	Y	N	-3.301029996	2	2	76	1990
fJ26.002.04006	Frown	J26	2	Learned	of	the population of these two peoples	these two peoples	peoples	common	Y	animate	animate	animate	new	the population	population	inanimate	OTH	N	N	-3.301029996	3	2	82	1990
fJ26.002.04018	Frown	J26	2	Learned	of	the introduction of fever and ague	fever and ague	fever	common	N	inanimate	inanimate	inanimate	new	the introduction	introduction	inanimate	OTH	N	N	-2.602059991	3	2	74	1990
fJ26.002.04024	Frown	J26	2	Learned	of	inadequate treatment of the disease	the disease	disease	common	Y	inanimate	inanimate	inanimate	given	inadequate treatment	treatment	inanimate	OTH	N	N	-2	2	2	81	1990
fJ26.002.04024	Frown	J26	2	Learned	of	the earliest years of the epidemic	the epidemic	epidemic	common	N	inanimate	inanimate	inanimate	given	the earliest years	years	inanimate	OTH	N	N	-2.070581074	2	3	81	1990
fJ26.002.04033	Frown	J26	2	Learned	of	the mortality side of the population	the population	equation	common	N	inanimate	inanimate	inanimate	new	the mortality side	side	inanimate	OTH	N	N	-3.301029996	2	3	79	1990
fJ26.002.04052	Frown	J26	2	Learned	of	the Haida population of the Queen Charlottes	the Queen Charlottes	Charlottes	common	Y	place	inanimate	inanimate	new	the Haida population	population	inanimate	OTH	N	N	-3	3	3	77	1990
fJ26.002.04052	Frown	J26	2	Learned	of	The steady population decline of the Lower Columbia Indians	the Lower Columbia Indians	Indians	proper	Y	collective	collective	inanimate	new	The steady population decline	decline	inanimate	OTH	N	N	-2.522878745	4	4	77	1990
fJ26.002.04052	Frown	J26	2	Learned	of	the sudden catastrophic drop of the Haida population of the Queen Charlottes	the Haida population of the Queen Charlottes	population	common	Y	collective	collective	inanimate	given	the sudden catastrophic drop	drop	inanimate	OTH	N	N	-1.93930216	7	4	77	1990
fJ26.012.04046	Frown	J26	2	Learned	of	Inhabitants of Chinookan winter villages	Chinookan winter villages	villages	common	Y	place	inanimate	inanimate	new	Inhabitants	Inhabitants	animate	OTH	N	N	-2.823908741	3	1	72	1990
fJ26.012.04046	Frown	J26	2	Learned	of	the peripheries of the endemic malaria zone	the endemic malaria zone	zone	common	N	place	inanimate	inanimate	new	the peripheries	peripheries	inanimate	PART	Y	N	-3.301029996	4	2	72	1990
fJ26.022.03996	Frown	J26	2	Learned	of	descriptions of abandoned villages and native recollections	abandoned villages and native recollections	villages	common	Y	place	inanimate	inanimate	new	descriptions	descriptions	inanimate	OTH	N	N	-2.823908741	5	1	72	1990
fJ26.022.04002	Frown	J26	2	Learned	of	patterns of depopulation	depopulation	depopulation	common	N	inanimate	inanimate	inanimate	new	patterns	patterns	inanimate	OTH	N	N	-2.823908741	1	1	69	1990
fJ26.022.04005	Frown	J26	2	Learned	of	the banks of the Columbia and Kalapuyans	the Columbia and Kalapuyans	Columbia	proper	Y	place	inanimate	inanimate	new	the banks	banks	inanimate	PART	Y	N	-2.187086643	4	2	74	1990
fJ26.022.04014	Frown	J26	2	Learned	of	different regions of the Americas	the Americas	Americas	proper	Y	place	inanimate	inanimate	new	different regions	regions	inanimate	PART	Y	N	-3	2	2	78	1990
fJ26.023.04019	Frown	J26	2	Learned	of	the dynamics of this decline	this decline	decline	common	N	inanimate	inanimate	inanimate	new	the dynamics	dynamics	inanimate	OTH	N	N	-2.15490196	2	2	72	1990
fJ26.032.03992	Frown	J26	2	Learned	of	the hemispheric smallpox epidemic of the 1520s	the 1520s	1520s	common	Y	time	inanimate	inanimate	new	the hemispheric smallpox epidemic	epidemic	inanimate	OTH	N	N	-3.301029996	2	4	77	1990
fJ26.032.03992	Frown	J26	2	Learned	of	penetration of the Northwest Coast	the Northwest Coast	Coast	proper	N	place	inanimate	inanimate	given	penetration	penetration	inanimate	OTH	N	N	-2.698970004	3	1	77	1990
fJ26.052.04049	Frown	J26	2	Learned	of	the sum total of the Willamette Valley indigenes	the Willamette Valley indigenes	indigenes	common	Y	collective	collective	inanimate	new	the sum total	total	inanimate	OTH	N	N	-3.301029996	4	3	75	1990
fJ26.052.04056	Frown	J26	2	Learned	s	the city's outskirts	the city	city	common	N	place	inanimate	inanimate	new	outskirts	outskirts	inanimate	PART	Y	N	-3.301029996	2	1	83	1990
fJ26.062.04044	Frown	J26	2	Learned	of	the population of the Willamette Valley Indians	the Willamette Valley Indians	Indians	common	Y	collective	collective	inanimate	new	the population	population	inanimate	OTH	N	N	-2.522878745	4	2	74	1990
fJ26.072.03990	Frown	J26	2	Learned	of	documentation of the contact process	the contact process	process	common	Y	inanimate	inanimate	inanimate	new	documentation	documentation	inanimate	OTH	N	N	-3	3	1	77	1990
fJ26.072.04010	Frown	J26	2	Learned	of	the identity of this disease	this disease	disease	common	Y	inanimate	inanimate	inanimate	new	the identity	identity	inanimate	OTH	N	N	-2	2	2	83	1990
fJ26.072.04027	Frown	J26	2	Learned	of	the actual dynamics of death	death	death	common	N	inanimate	inanimate	inanimate	new	the actual dynamics	dynamics	inanimate	OTH	N	N	-2.522878745	1	3	81	1990
fJ26.082.04016	Frown	J26	2	Learned	of	the unbroken tropical and subtropical regions of the Amazon	the Amazon	Amazon	common	N	place	inanimate	inanimate	new	the unbroken tropical and subtropical regions	unbroken	inanimate	PART	Y	N	-3.301029996	2	6	79	1990
fJ26.093.04031	Frown	J26	2	Learned	of	the record book of an 1830s Willamette Valley mission school	an 1830s Willamette Valley mission school	school	common	N	collective	collective	inanimate	new	the record book	book	inanimate	OTH	N	N	-3.301029996	6	3	78	1990
fJ26.102.04000	Frown	J26	2	Learned	of	years of the last great smallpox epidemic	the last great smallpox epidemic	epidemic	common	N	inanimate	inanimate	inanimate	new	years	years	inanimate	OTH	N	N	-2.070581074	5	1	73	1990
fJ32.002.04527	Frown	J32	2	Learned	of	the role of word frequency	word frequency	frequency	common	N	inanimate	inanimate	inanimate	given	the role	role	inanimate	OTH	N	N	-1.688246139	2	2	69	1990
fJ32.002.04550	Frown	J32	2	Learned	of	acquisition of a language	a language	language	common	N	inanimate	inanimate	inanimate	new	acquisition	acquisition	inanimate	OTH	N	N	-1.903089987	2	1	65	1990
fJ32.002.04568	Frown	J32	2	Learned	of	the use of inappropriate normative samples of word frequency	inappropriate normative samples of word frequency	samples	common	N	inanimate	inanimate	inanimate	new	the use	use	inanimate	OTH	N	N	-2.602059991	6	2	71	1990
fJ32.002.04585	Frown	J32	2	Learned	of	the mercy of a number of sociolinguistic influences	a number of sociolinguistic influences	number	common	Y	inanimate	inanimate	inanimate	new	the mercy	mercy	inanimate	OTH	N	Y	-2.823908741	5	2	69	1990
fJ32.002.04589	Frown	J32	2	Learned	of	the frequency of word usage	word usage	usage	common	N	inanimate	inanimate	inanimate	new	the frequency	frequency	inanimate	OTH	N	N	-2.187086643	2	2	82	1990
fJ32.002.04598	Frown	J32	2	Learned	s	children's oral language	children	children	common	N	animate	animate	animate	new	oral language	language	inanimate	OTH	N	N	-2.259637311	1	2	80	1990
fJ32.012.04529	Frown	J32	2	Learned	of	the probability of various sayings or messages	various sayings or messages	sayings	common	Y	inanimate	inanimate	inanimate	new	the probability	probability	inanimate	OTH	N	N	-3.301029996	4	2	74	1990
fJ32.012.04554	Frown	J32	2	Learned	of	age of acquisition	acquisition	acquisition	common	N	inanimate	inanimate	inanimate	given	age	age	inanimate	OTH	N	N	-2.823908741	1	1	73	1990
fJ32.012.04558	Frown	J32	2	Learned	of	parts of the brain	the brain	brain	common	N	inanimate	inanimate	inanimate	given	parts	parts	inanimate	PART	Y	N	-2.823908741	2	1	75	1990
fJ32.032.04535	Frown	J32	2	Learned	of	the recent applications of word frequency	word frequency	frequency	common	N	inanimate	inanimate	inanimate	given	the recent applications	applications	inanimate	OTH	N	N	-1.688246139	2	3	72	1990
fJ32.042.04565	Frown	J32	2	Learned	of	the history of frequency research	frequency research	research	common	N	inanimate	inanimate	inanimate	new	the history	history	inanimate	OTH	N	N	-3	2	2	70	1990
fJ32.062.04519	Frown	J32	2	Learned	of	the relative frequencies of dirty words	dirty words	words	common	Y	inanimate	inanimate	inanimate	new	the relative frequencies	frequencies	inanimate	OTH	N	N	-1.809668302	2	3	75	1990
fJ32.062.04602	Frown	J32	2	Learned	s	the children's family	the children	children	common	N	animate	animate	animate	given	family	family	inanimate	KIN	Y	Y	-2.259637311	2	1	72	1990
fJ32.062.04602	Frown	J32	2	Learned	of	situation and social status of the children 's family	the children 's family	family	common	N	collective	collective	inanimate	new	situation and social status	status	inanimate	OTH	N	Y	-3.301029996	4	4	72	1990
fJ32.073.04571	Frown	J32	2	Learned	of	the frequency of many colloquially used words	many colloquially used words	words	common	Y	inanimate	inanimate	inanimate	new	the frequency	frequency	inanimate	OTH	N	N	-1.809668302	4	2	70	1990
fJ32.092.04512	Frown	J32	2	Learned	of	the frequency of dirty word usage	dirty word usage	usage	common	N	inanimate	inanimate	inanimate	new	the frequency	frequency	inanimate	OTH	N	N	-2.187086643	3	2	70	1990
fJ32.102.04540	Frown	J32	2	Learned	of	the best predictors of response time	response time	time	common	N	time	inanimate	inanimate	given	the best predictors	predictors	inanimate	OTH	N	N	-2.522878745	2	3	69	1990
fJ32.102.04596	Frown	J32	2	Learned	of	the spoken language samples of college students	college students	students	common	Y	animate	animate	animate	new	the spoken language samples	samples	inanimate	OTH	N	Y	-3.301029996	2	4	82	1990
fJ38.002.05075	Frown	J38	2	Learned	of	real incomes of the poor	the poor	poor	common	N	animate	animate	animate	new	real incomes	incomes	inanimate	OTH	N	N	-2.397940009	2	2	74	1990
fJ38.002.05110	Frown	J38	2	Learned	of	the most valuable contributions of BMW	BMW	BMW	proper	N	collective	collective	inanimate	given	the most valuable contributions	contributions	inanimate	OTH	N	Y	-2.301029996	1	4	73	1990
fJ38.002.05110	Frown	J38	2	Learned	s	the model's errors	the model	model	common	N	inanimate	inanimate	inanimate	given	errors	errors	inanimate	OTH	N	N	-1.978810701	2	1	73	1990
fJ38.002.05127	Frown	J38	2	Learned	of	critical features of the Indian economy	the Indian economy	economy	common	N	inanimate	inanimate	inanimate	new	critical features	features	inanimate	OTH	N	N	-2.522878745	3	2	81	1990
fJ38.002.05133	Frown	J38	2	Learned	of	the greater openness of most developing countries	most developing countries	countries	common	Y	place	inanimate	inanimate	new	the greater openness	openness	inanimate	OTH	N	Y	-2.602059991	3	3	74	1990
fJ38.002.05139	Frown	J38	2	Learned	s	India's economic structure	India	India	common	N	place	inanimate	inanimate	new	economic structure	structure	inanimate	OTH	N	N	-1.782516056	1	2	72	1990
fJ38.002.05139	Frown	J38	2	Learned	s	urban manufacturing's dependence	urban manufacturing	manufacturing	common	N	inanimate	inanimate	inanimate	new	dependence	dependence	inanimate	OTH	N	Y	-2.698970004	2	1	72	1990
fJ38.002.05139	Frown	J38	2	Learned	of	Two other key features of India 's economic structure	India 's economic structure	structure	common	N	inanimate	inanimate	inanimate	new	Two other key features	features	inanimate	OTH	N	Y	-3	4	4	72	1990
fJ38.002.05153	Frown	J38	2	Learned	s	India's city growth slowdown	India	India	proper	N	place	inanimate	inanimate	new	city growth slowdown	slowdown	inanimate	OTH	N	N	-1.782516056	1	3	73	1990
